defect_type,image_name,original_width,original_height,original_defect_pixels,cropped_defect_pixels,retention_ratio,loss_ratio,fully_lost
yashang,000076.png,1024,1024,1676,105,0.062649,0.937351,False
yashang,000077.png,1024,1024,717,45,0.062762,0.937238,False
yashang,000078.png,1024,1024,867,56,0.064591,0.935409,False
yashang,000079.png,1024,1024,436,28,0.064220,0.935780,False
yashang,000080.png,1024,1024,840,51,0.060714,0.939286,False
yashang,000081.png,1024,1024,689,45,0.065312,0.934688,False
yashang,000082.png,1024,1024,725,45,0.062069,0.937931,False
yashang,000083.png,1024,1024,1150,0,0.000000,1.000000,True
yashang,000084.png,1024,1024,692,42,0.060694,0.939306,False
yashang,000085.png,1024,1024,725,47,0.064828,0.935172,False
yashang,000086.png,1024,1024,394,24,0.060914,0.939086,False
yashang,000087.png,1024,1024,839,53,0.063170,0.936830,False
yashang,000088.png,1024,1024,2079,130,0.062530,0.937470,False
yashang,000089.png,1024,1024,2242,141,0.062890,0.937110,False
yashang,000090.png,1024,1024,590,36,0.061017,0.938983,False
yashang,000091.png,1024,1024,756,46,0.060847,0.939153,False
yashang,000092.png,1024,1024,595,39,0.065546,0.934454,False
yashang,000093.png,688,288,818,0,0.000000,1.000000,True
yashang,000094.png,688,288,3681,0,0.000000,1.000000,True
yashang,000095.png,1024,1024,1185,77,0.064979,0.935021,False
yashang,000096.png,1024,1024,1042,61,0.058541,0.941459,False
yashang,000097.png,1024,1024,1250,57,0.045600,0.954400,False
yashang,000098.png,1024,1024,643,40,0.062208,0.937792,False
yashang,000099.png,720,288,1044,0,0.000000,1.000000,True
yashang,000100.png,720,288,2677,0,0.000000,1.000000,True
yashang,000101.png,720,288,452,0,0.000000,1.000000,True
yashang,000102.png,720,288,1292,0,0.000000,1.000000,True
yashang,000103.png,720,288,690,0,0.000000,1.000000,True
yashang,000104.png,720,288,515,0,0.000000,1.000000,True
yashang,000105.png,720,288,610,0,0.000000,1.000000,True
yashang,000106.png,720,288,732,0,0.000000,1.000000,True
yashang,000107.png,448,288,504,0,0.000000,1.000000,True
yashang,000108.png,448,288,948,0,0.000000,1.000000,True
yashang,000109.png,448,288,798,0,0.000000,1.000000,True
yashang,000110.png,952,576,789,148,0.187579,0.812421,False
yashang,000111.png,768,288,682,548,0.803519,0.196481,False
yashang,000112.png,768,288,1974,0,0.000000,1.000000,True
yashang,000113.png,768,288,1145,0,0.000000,1.000000,True
yashang,000114.png,1024,1024,2239,139,0.062081,0.937919,False
yashang,000115.png,1024,1024,1225,76,0.062041,0.937959,False
yashang,000116.png,1024,1024,994,61,0.061368,0.938632,False
yashang,000117.png,1024,1024,56,0,0.000000,1.000000,True
yashang,000118.png,1024,1024,789,48,0.060837,0.939163,False
yashang,000119.png,1024,1024,1074,65,0.060521,0.939479,False
yashang,000120.png,1024,1024,1359,86,0.063282,0.936718,False
yashang,000121.png,1024,1024,2515,154,0.061233,0.938767,False
yashang,000122.png,1024,1024,860,51,0.059302,0.940698,False
yashang,000123.png,1024,1024,1318,78,0.059181,0.940819,False
yashang,000124.png,1024,1024,1556,97,0.062339,0.937661,False
yashang,000125.png,688,288,1594,0,0.000000,1.000000,True
yashang,000126.png,688,288,379,0,0.000000,1.000000,True
yashang,000127.png,688,288,689,0,0.000000,1.000000,True
yashang,000128.png,1024,1024,2301,142,0.061712,0.938288,False
yashang,000129.png,1024,1024,1433,92,0.064201,0.935799,False
yashang,000130.png,1024,1024,905,56,0.061878,0.938122,False
yashang,000131.png,1024,1024,934,58,0.062099,0.937901,False
yashang,000132.png,1024,1024,2082,127,0.060999,0.939001,False
yashang,000133.png,950,800,928,93,0.100216,0.899784,False
yashang,000134.png,950,800,1779,180,0.101180,0.898820,False
yashang,000135.png,950,800,937,95,0.101387,0.898613,False
yashang,000136.png,950,800,878,90,0.102506,0.897494,False
yashang,000137.png,950,800,930,95,0.102151,0.897849,False
yashang,000138.png,950,800,1089,111,0.101928,0.898072,False
yashang,000139.png,950,800,1171,125,0.106746,0.893254,False
yashang,000140.png,950,800,929,94,0.101184,0.898816,False
yashang,000141.png,950,800,1226,121,0.098695,0.901305,False
yashang,000142.png,950,800,1032,103,0.099806,0.900194,False
yashang,000143.png,950,800,825,84,0.101818,0.898182,False
yashang,000144.png,950,800,847,83,0.097993,0.902007,False
yashang,000145.png,950,800,1178,117,0.099321,0.900679,False
yashang,000146.png,950,800,1324,135,0.101964,0.898036,False
yashang,000147.png,950,800,756,76,0.100529,0.899471,False
yashang,000148.png,950,800,665,71,0.106767,0.893233,False
yashang,000149.png,950,800,997,103,0.103310,0.896690,False
yashang,000150.png,950,800,915,100,0.109290,0.890710,False
yashang,000151.png,950,800,937,100,0.106724,0.893276,False
yashang,000152.png,950,800,937,96,0.102455,0.897545,False
yashang,000153.png,950,800,1923,195,0.101404,0.898596,False
yashang,000154.png,950,800,900,89,0.098889,0.901111,False
yashang,000155.png,950,800,1118,115,0.102862,0.897138,False
yashang,000156.png,950,800,1725,179,0.103768,0.896232,False
yashang,000157.png,950,800,1524,160,0.104987,0.895013,False
yashang,000158.png,950,800,1521,157,0.103222,0.896778,False
yashang,000159.png,950,800,1246,126,0.101124,0.898876,False
yashang,000160.png,950,800,1244,124,0.099678,0.900322,False
yashang,000161.png,950,800,1068,108,0.101124,0.898876,False
yashang,000162.png,950,800,722,75,0.103878,0.896122,False
yashang,000163.png,950,800,704,69,0.098011,0.901989,False
yashang,000164.png,950,800,1022,107,0.104697,0.895303,False
yashang,000165.png,950,800,1803,181,0.100388,0.899612,False
yashang,000166.png,950,800,1275,132,0.103529,0.896471,False
yashang,000167.png,952,576,7180,36,0.005014,0.994986,False
yashang,000168.png,952,576,688,0,0.000000,1.000000,True
yashang,000169.png,720,288,1396,0,0.000000,1.000000,True
yashang,000170.png,720,288,774,0,0.000000,1.000000,True
yashang,000171.png,720,288,1902,0,0.000000,1.000000,True
yashang,000172.png,720,288,2632,0,0.000000,1.000000,True
yashang,000173.png,720,288,1197,0,0.000000,1.000000,True
yashang,000174.png,720,288,207,0,0.000000,1.000000,True
yashang,000175.png,720,288,2657,293,0.110275,0.889725,False
yashang,000176.png,720,288,882,0,0.000000,1.000000,True
yashang,000177.png,720,288,1571,0,0.000000,1.000000,True
yashang,000178.png,720,288,1528,0,0.000000,1.000000,True
yashang,000179.png,720,288,1639,0,0.000000,1.000000,True
yashang,000180.png,720,288,336,176,0.523810,0.476190,False
yashang,000181.png,720,288,284,0,0.000000,1.000000,True
yashang,000182.png,720,288,460,0,0.000000,1.000000,True
yashang,000183.png,720,288,720,0,0.000000,1.000000,True
yashang,000184.png,720,288,1519,0,0.000000,1.000000,True
yashang,000185.png,720,288,974,0,0.000000,1.000000,True
yashang,000186.png,720,288,1096,0,0.000000,1.000000,True
yashang,000187.png,720,288,1965,0,0.000000,1.000000,True
yashang,000188.png,720,288,793,478,0.602774,0.397226,False
yashang,000189.png,720,288,286,0,0.000000,1.000000,True
yashang,000190.png,720,288,1542,0,0.000000,1.000000,True
yashang,000191.png,720,288,1685,0,0.000000,1.000000,True
yashang,000192.png,720,288,1007,0,0.000000,1.000000,True
yashang,000193.png,720,288,1064,0,0.000000,1.000000,True
yashang,000194.png,720,288,571,0,0.000000,1.000000,True
yashang,000195.png,720,288,520,0,0.000000,1.000000,True
yashang,000196.png,720,288,373,0,0.000000,1.000000,True
yashang,000197.png,720,288,1096,0,0.000000,1.000000,True
yashang,000198.png,720,288,1786,0,0.000000,1.000000,True
yashang,000199.png,720,288,804,0,0.000000,1.000000,True
yashang,000200.png,720,288,798,0,0.000000,1.000000,True
yashang,000201.png,800,288,761,0,0.000000,1.000000,True
yashang,000202.png,800,288,537,0,0.000000,1.000000,True
yashang,000203.png,800,288,1561,0,0.000000,1.000000,True
yashang,000204.png,800,288,764,0,0.000000,1.000000,True
yashang,000205.png,800,288,1267,0,0.000000,1.000000,True
yashang,000206.png,400,288,2042,1176,0.575906,0.424094,False
yashang,000207.png,952,576,2156,419,0.194341,0.805659,False
yashang,000208.png,720,288,2334,0,0.000000,1.000000,True
yashang,000209.png,720,288,304,0,0.000000,1.000000,True
yashang,000210.png,720,288,389,0,0.000000,1.000000,True
yashang,000211.png,720,288,815,0,0.000000,1.000000,True
yashang,000212.png,952,576,994,0,0.000000,1.000000,True
yashang,000213.png,952,576,1078,189,0.175325,0.824675,False
yashang,000214.png,952,576,1425,0,0.000000,1.000000,True
yashang,000215.png,952,576,1479,293,0.198107,0.801893,False
yashang,000216.png,950,800,1844,81,0.043926,0.956074,False
yashang,000217.png,950,800,2146,206,0.095993,0.904007,False
yashang,000218.png,950,800,1217,123,0.101068,0.898932,False
yashang,000219.png,950,800,1210,124,0.102479,0.897521,False
yashang,000220.png,600,576,432,83,0.192130,0.807870,False
yashang,000221.png,600,576,636,123,0.193396,0.806604,False
yashang,000222.png,952,576,762,146,0.191601,0.808399,False
yashang,000223.png,600,576,1803,356,0.197449,0.802551,False
yashang,000224.png,600,576,700,137,0.195714,0.804286,False
yise,000000.png,1024,1024,267971,15375,0.057376,0.942624,False
yise,000001.png,1024,1024,137444,8544,0.062163,0.937837,False
yise,000002.png,1024,1024,2403,145,0.060341,0.939659,False
yise,000003.png,1024,1024,3784,237,0.062632,0.937368,False
yise,000004.png,1024,1024,20482,702,0.034274,0.965726,False
yise,000005.png,1024,1024,62862,3765,0.059893,0.940107,False
yise,000006.png,1024,1024,12950,813,0.062780,0.937220,False
yise,000007.png,1024,1024,125469,7504,0.059808,0.940192,False
yise,000008.png,1024,1024,89054,2770,0.031105,0.968895,False
yise,000009.png,1024,1024,133887,7327,0.054725,0.945275,False
yise,000010.png,1024,1024,34037,1808,0.053119,0.946881,False
yise,000011.png,1024,1024,388006,22289,0.057445,0.942555,False
yise,000012.png,1024,1024,324524,17025,0.052461,0.947539,False
yise,000013.png,1024,1024,172875,10755,0.062213,0.937787,False
yise,000014.png,1024,1024,13698,857,0.062564,0.937436,False
yise,000015.png,1024,1024,30473,1454,0.047714,0.952286,False
yise,000016.png,1024,1024,25920,1363,0.052585,0.947415,False
yise,000017.png,1024,1024,61775,2584,0.041829,0.958171,False
yise,000018.png,1024,1024,68202,3934,0.057682,0.942318,False
yise,000019.png,1024,1024,38284,1394,0.036412,0.963588,False
yise,000020.png,1024,1024,83232,3966,0.047650,0.952350,False
yise,000021.png,1024,1024,37938,2100,0.055353,0.944647,False
yise,000022.png,1024,1024,38824,2138,0.055069,0.944931,False
yise,000023.png,1024,1024,9716,433,0.044566,0.955434,False
yise,000024.png,1024,1024,98065,5637,0.057482,0.942518,False
yise,000025.png,1024,1024,35318,1929,0.054618,0.945382,False
yise,000026.png,1024,1024,202693,11123,0.054876,0.945124,False
yise,000027.png,1024,1024,141168,7835,0.055501,0.944499,False
yise,000028.png,1024,1024,237033,14038,0.059224,0.940776,False
yise,000029.png,1024,1024,73170,3847,0.052576,0.947424,False
yise,000030.png,1024,1024,87074,4938,0.056710,0.943290,False
yise,000031.png,1024,1024,39527,1487,0.037620,0.962380,False
yise,000032.png,1024,1024,247816,14231,0.057426,0.942574,False
yise,000033.png,1024,1024,191589,11216,0.058542,0.941458,False
yise,000034.png,1024,1024,386809,21966,0.056788,0.943212,False
yise,000035.png,1024,1024,346169,19105,0.055190,0.944810,False
yise,000036.png,1024,1024,92776,4914,0.052966,0.947034,False
yise,000037.png,1024,1024,102705,6446,0.062762,0.937238,False
yise,000038.png,1024,1024,122951,6590,0.053599,0.946401,False
yise,000039.png,1024,1024,242205,15075,0.062241,0.937759,False
yise,000040.png,1024,1024,83065,5187,0.062445,0.937555,False
yise,000041.png,1024,1024,25185,1579,0.062696,0.937304,False
yise,000042.png,1024,1024,120861,4215,0.034875,0.965125,False
yise,000043.png,1024,1024,76062,1118,0.014699,0.985301,False
yise,000044.png,1024,1024,14269,188,0.013175,0.986825,False
yise,000045.png,1024,1024,57948,1420,0.024505,0.975495,False
yise,000046.png,1024,1024,43434,2379,0.054773,0.945227,False
yise,000047.png,1024,1024,20836,1301,0.062440,0.937560,False
yise,000048.png,1024,1024,112322,3909,0.034802,0.965198,False
yise,000049.png,1024,1024,33631,132,0.003925,0.996075,False
yise,000050.png,1024,1024,155720,6278,0.040316,0.959684,False
yise,000051.png,1024,1024,101433,2199,0.021679,0.978321,False
yise,000052.png,1024,1024,91290,5625,0.061617,0.938383,False
yise,000053.png,1024,1024,126460,4842,0.038289,0.961711,False
