defect_type,image_name,original_width,original_height,original_defect_pixels,letterbox_defect_pixels,scale,new_width,new_height,pad_left,pad_top,fully_lost
yashang,000000.png,1024,1024,1111,73,0.250000,256,256,0,0,False
yashang,000001.png,1024,1024,3899,245,0.250000,256,256,0,0,False
yashang,000002.png,1024,1024,3067,194,0.250000,256,256,0,0,False
yashang,000003.png,1024,1024,1073,68,0.250000,256,256,0,0,False
yashang,000004.png,1024,1024,2936,186,0.250000,256,256,0,0,False
yashang,000005.png,1024,1024,1558,99,0.250000,256,256,0,0,False
yashang,000006.png,1024,1024,2364,148,0.250000,256,256,0,0,False
yashang,000007.png,1024,1024,3039,194,0.250000,256,256,0,0,False
yashang,000008.png,1024,1024,1097,66,0.250000,256,256,0,0,False
yashang,000009.png,1024,1024,1913,120,0.250000,256,256,0,0,False
yashang,000010.png,1024,1024,1309,83,0.250000,256,256,0,0,False
yashang,000011.png,1024,1024,1449,90,0.250000,256,256,0,0,False
yashang,000012.png,1024,1024,950,59,0.250000,256,256,0,0,False
yashang,000013.png,1024,1024,2298,144,0.250000,256,256,0,0,False
yashang,000014.png,1024,1024,2039,127,0.250000,256,256,0,0,False
yashang,000015.png,1024,1024,1984,125,0.250000,256,256,0,0,False
yashang,000016.png,1024,1024,1902,122,0.250000,256,256,0,0,False
yashang,000017.png,1024,1024,1236,79,0.250000,256,256,0,0,False
yashang,000018.png,1024,1024,1956,121,0.250000,256,256,0,0,False
yashang,000019.png,1024,1024,1179,72,0.250000,256,256,0,0,False
yashang,000020.png,1024,1024,2933,179,0.250000,256,256,0,0,False
yashang,000021.png,624,576,1646,271,0.410256,256,236,0,10,False
yashang,000022.png,952,576,1321,95,0.268908,256,155,0,50,False
yashang,000023.png,768,288,234,23,0.333333,256,96,0,80,False
yashang,000024.png,768,288,2704,299,0.333333,256,96,0,80,False
yashang,000025.png,768,288,549,62,0.333333,256,96,0,80,False
yashang,000026.png,768,288,650,74,0.333333,256,96,0,80,False
yashang,000027.png,768,288,882,99,0.333333,256,96,0,80,False
yashang,000028.png,1024,1024,2031,127,0.250000,256,256,0,0,False
yashang,000029.png,1024,1024,912,57,0.250000,256,256,0,0,False
yashang,000030.png,1024,1024,690,44,0.250000,256,256,0,0,False
yashang,000031.png,1024,1024,744,50,0.250000,256,256,0,0,False
yashang,000032.png,1024,1024,1278,80,0.250000,256,256,0,0,False
yashang,000033.png,1024,1024,906,54,0.250000,256,256,0,0,False
yashang,000034.png,1024,1024,1325,80,0.250000,256,256,0,0,False
yashang,000035.png,1024,1024,692,45,0.250000,256,256,0,0,False
yashang,000036.png,1024,1024,450,26,0.250000,256,256,0,0,False
yashang,000037.png,1024,1024,1161,72,0.250000,256,256,0,0,False
yashang,000038.png,1024,1024,1664,105,0.250000,256,256,0,0,False
yashang,000039.png,1024,1024,725,43,0.250000,256,256,0,0,False
yashang,000040.png,1024,1024,2589,164,0.250000,256,256,0,0,False
yashang,000041.png,1024,1024,753,47,0.250000,256,256,0,0,False
yashang,000042.png,1024,1024,3369,211,0.250000,256,256,0,0,False
yashang,000043.png,1024,1024,985,61,0.250000,256,256,0,0,False
yashang,000044.png,1024,1024,296,19,0.250000,256,256,0,0,False
yashang,000045.png,1024,1024,680,44,0.250000,256,256,0,0,False
yashang,000046.png,1024,1024,881,55,0.250000,256,256,0,0,False
yashang,000047.png,1024,1024,725,46,0.250000,256,256,0,0,False
yashang,000048.png,1024,1024,1480,92,0.250000,256,256,0,0,False
yashang,000049.png,1024,1024,872,55,0.250000,256,256,0,0,False
yashang,000050.png,1024,1024,2697,170,0.250000,256,256,0,0,False
yashang,000051.png,1024,1024,718,45,0.250000,256,256,0,0,False
yashang,000052.png,1024,1024,718,45,0.250000,256,256,0,0,False
yashang,000053.png,1024,1024,991,62,0.250000,256,256,0,0,False
yashang,000054.png,1024,1024,1767,111,0.250000,256,256,0,0,False
yashang,000055.png,1024,1024,535,33,0.250000,256,256,0,0,False
yashang,000056.png,1024,1024,1064,65,0.250000,256,256,0,0,False
yashang,000057.png,1024,1024,1558,94,0.250000,256,256,0,0,False
yashang,000058.png,1024,1024,724,45,0.250000,256,256,0,0,False
yashang,000059.png,1024,1024,1038,66,0.250000,256,256,0,0,False
yashang,000060.png,1024,1024,2582,160,0.250000,256,256,0,0,False
yashang,000061.png,1024,1024,1043,65,0.250000,256,256,0,0,False
yashang,000062.png,1024,1024,788,47,0.250000,256,256,0,0,False
yashang,000063.png,1024,1024,1255,79,0.250000,256,256,0,0,False
yashang,000064.png,1024,1024,1259,82,0.250000,256,256,0,0,False
yashang,000065.png,1024,1024,859,53,0.250000,256,256,0,0,False
yashang,000066.png,1024,1024,688,45,0.250000,256,256,0,0,False
yashang,000067.png,1024,1024,1607,100,0.250000,256,256,0,0,False
yashang,000068.png,1024,1024,2083,131,0.250000,256,256,0,0,False
yashang,000069.png,1024,1024,876,56,0.250000,256,256,0,0,False
yashang,000070.png,1024,1024,1517,93,0.250000,256,256,0,0,False
yashang,000071.png,1024,1024,582,36,0.250000,256,256,0,0,False
yashang,000072.png,1024,1024,596,38,0.250000,256,256,0,0,False
yashang,000073.png,1024,1024,2613,161,0.250000,256,256,0,0,False
yashang,000074.png,1024,1024,919,57,0.250000,256,256,0,0,False
yashang,000075.png,1024,1024,891,57,0.250000,256,256,0,0,False
yashang,000076.png,1024,1024,1676,105,0.250000,256,256,0,0,False
yashang,000077.png,1024,1024,717,45,0.250000,256,256,0,0,False
yashang,000078.png,1024,1024,867,56,0.250000,256,256,0,0,False
yashang,000079.png,1024,1024,436,28,0.250000,256,256,0,0,False
yashang,000080.png,1024,1024,840,51,0.250000,256,256,0,0,False
yashang,000081.png,1024,1024,689,45,0.250000,256,256,0,0,False
yashang,000082.png,1024,1024,725,45,0.250000,256,256,0,0,False
yashang,000083.png,1024,1024,1150,70,0.250000,256,256,0,0,False
yashang,000084.png,1024,1024,692,42,0.250000,256,256,0,0,False
yashang,000085.png,1024,1024,725,47,0.250000,256,256,0,0,False
yashang,000086.png,1024,1024,394,24,0.250000,256,256,0,0,False
yashang,000087.png,1024,1024,839,53,0.250000,256,256,0,0,False
yashang,000088.png,1024,1024,2079,130,0.250000,256,256,0,0,False
yashang,000089.png,1024,1024,2242,141,0.250000,256,256,0,0,False
yashang,000090.png,1024,1024,590,36,0.250000,256,256,0,0,False
yashang,000091.png,1024,1024,756,46,0.250000,256,256,0,0,False
yashang,000092.png,1024,1024,595,39,0.250000,256,256,0,0,False
yashang,000093.png,688,288,818,114,0.372093,256,107,0,74,False
yashang,000094.png,688,288,3681,507,0.372093,256,107,0,74,False
yashang,000095.png,1024,1024,1185,77,0.250000,256,256,0,0,False
yashang,000096.png,1024,1024,1042,61,0.250000,256,256,0,0,False
yashang,000097.png,1024,1024,1250,79,0.250000,256,256,0,0,False
yashang,000098.png,1024,1024,643,40,0.250000,256,256,0,0,False
yashang,000099.png,720,288,1044,127,0.355556,256,102,0,77,False
yashang,000100.png,720,288,2677,341,0.355556,256,102,0,77,False
yashang,000101.png,720,288,452,55,0.355556,256,102,0,77,False
yashang,000102.png,720,288,1292,159,0.355556,256,102,0,77,False
yashang,000103.png,720,288,690,82,0.355556,256,102,0,77,False
yashang,000104.png,720,288,515,63,0.355556,256,102,0,77,False
yashang,000105.png,720,288,610,75,0.355556,256,102,0,77,False
yashang,000106.png,720,288,732,93,0.355556,256,102,0,77,False
yashang,000107.png,448,288,504,165,0.571429,256,165,0,45,False
yashang,000108.png,448,288,948,314,0.571429,256,165,0,45,False
yashang,000109.png,448,288,798,263,0.571429,256,165,0,45,False
yashang,000110.png,952,576,789,59,0.268908,256,155,0,50,False
yashang,000111.png,768,288,682,76,0.333333,256,96,0,80,False
yashang,000112.png,768,288,1974,220,0.333333,256,96,0,80,False
yashang,000113.png,768,288,1145,127,0.333333,256,96,0,80,False
yashang,000114.png,1024,1024,2239,139,0.250000,256,256,0,0,False
yashang,000115.png,1024,1024,1225,76,0.250000,256,256,0,0,False
yashang,000116.png,1024,1024,994,61,0.250000,256,256,0,0,False
yashang,000117.png,1024,1024,56,4,0.250000,256,256,0,0,False
yashang,000118.png,1024,1024,789,48,0.250000,256,256,0,0,False
yashang,000119.png,1024,1024,1074,65,0.250000,256,256,0,0,False
yashang,000120.png,1024,1024,1359,86,0.250000,256,256,0,0,False
yashang,000121.png,1024,1024,2515,154,0.250000,256,256,0,0,False
yashang,000122.png,1024,1024,860,51,0.250000,256,256,0,0,False
yashang,000123.png,1024,1024,1318,78,0.250000,256,256,0,0,False
yashang,000124.png,1024,1024,1556,97,0.250000,256,256,0,0,False
yashang,000125.png,688,288,1594,222,0.372093,256,107,0,74,False
yashang,000126.png,688,288,379,55,0.372093,256,107,0,74,False
yashang,000127.png,688,288,689,96,0.372093,256,107,0,74,False
yashang,000128.png,1024,1024,2301,142,0.250000,256,256,0,0,False
yashang,000129.png,1024,1024,1433,92,0.250000,256,256,0,0,False
yashang,000130.png,1024,1024,905,56,0.250000,256,256,0,0,False
yashang,000131.png,1024,1024,934,58,0.250000,256,256,0,0,False
yashang,000132.png,1024,1024,2082,127,0.250000,256,256,0,0,False
yashang,000133.png,950,800,928,72,0.269474,256,216,0,20,False
yashang,000134.png,950,800,1779,126,0.269474,256,216,0,20,False
yashang,000135.png,950,800,937,69,0.269474,256,216,0,20,False
yashang,000136.png,950,800,878,64,0.269474,256,216,0,20,False
yashang,000137.png,950,800,930,68,0.269474,256,216,0,20,False
yashang,000138.png,950,800,1089,80,0.269474,256,216,0,20,False
yashang,000139.png,950,800,1171,82,0.269474,256,216,0,20,False
yashang,000140.png,950,800,929,62,0.269474,256,216,0,20,False
yashang,000141.png,950,800,1226,86,0.269474,256,216,0,20,False
yashang,000142.png,950,800,1032,76,0.269474,256,216,0,20,False
yashang,000143.png,950,800,825,65,0.269474,256,216,0,20,False
yashang,000144.png,950,800,847,59,0.269474,256,216,0,20,False
yashang,000145.png,950,800,1178,84,0.269474,256,216,0,20,False
yashang,000146.png,950,800,1324,94,0.269474,256,216,0,20,False
yashang,000147.png,950,800,756,54,0.269474,256,216,0,20,False
yashang,000148.png,950,800,665,47,0.269474,256,216,0,20,False
yashang,000149.png,950,800,997,72,0.269474,256,216,0,20,False
yashang,000150.png,950,800,915,68,0.269474,256,216,0,20,False
yashang,000151.png,950,800,937,64,0.269474,256,216,0,20,False
yashang,000152.png,950,800,937,70,0.269474,256,216,0,20,False
yashang,000153.png,950,800,1923,139,0.269474,256,216,0,20,False
yashang,000154.png,950,800,900,69,0.269474,256,216,0,20,False
yashang,000155.png,950,800,1118,81,0.269474,256,216,0,20,False
yashang,000156.png,950,800,1725,121,0.269474,256,216,0,20,False
yashang,000157.png,950,800,1524,109,0.269474,256,216,0,20,False
yashang,000158.png,950,800,1521,114,0.269474,256,216,0,20,False
yashang,000159.png,950,800,1246,92,0.269474,256,216,0,20,False
yashang,000160.png,950,800,1244,93,0.269474,256,216,0,20,False
yashang,000161.png,950,800,1068,76,0.269474,256,216,0,20,False
yashang,000162.png,950,800,722,51,0.269474,256,216,0,20,False
yashang,000163.png,950,800,704,50,0.269474,256,216,0,20,False
yashang,000164.png,950,800,1022,73,0.269474,256,216,0,20,False
yashang,000165.png,950,800,1803,135,0.269474,256,216,0,20,False
yashang,000166.png,950,800,1275,93,0.269474,256,216,0,20,False
yashang,000167.png,952,576,7180,512,0.268908,256,155,0,50,False
yashang,000168.png,952,576,688,49,0.268908,256,155,0,50,False
yashang,000169.png,720,288,1396,172,0.355556,256,102,0,77,False
yashang,000170.png,720,288,774,92,0.355556,256,102,0,77,False
yashang,000171.png,720,288,1902,234,0.355556,256,102,0,77,False
yashang,000172.png,720,288,2632,328,0.355556,256,102,0,77,False
yashang,000173.png,720,288,1197,141,0.355556,256,102,0,77,False
yashang,000174.png,720,288,207,24,0.355556,256,102,0,77,False
yashang,000175.png,720,288,2657,337,0.355556,256,102,0,77,False
yashang,000176.png,720,288,882,97,0.355556,256,102,0,77,False
yashang,000177.png,720,288,1571,196,0.355556,256,102,0,77,False
yashang,000178.png,720,288,1528,186,0.355556,256,102,0,77,False
yashang,000179.png,720,288,1639,206,0.355556,256,102,0,77,False
yashang,000180.png,720,288,336,43,0.355556,256,102,0,77,False
yashang,000181.png,720,288,284,30,0.355556,256,102,0,77,False
yashang,000182.png,720,288,460,53,0.355556,256,102,0,77,False
yashang,000183.png,720,288,720,93,0.355556,256,102,0,77,False
yashang,000184.png,720,288,1519,193,0.355556,256,102,0,77,False
yashang,000185.png,720,288,974,121,0.355556,256,102,0,77,False
yashang,000186.png,720,288,1096,139,0.355556,256,102,0,77,False
yashang,000187.png,720,288,1965,240,0.355556,256,102,0,77,False
yashang,000188.png,720,288,793,99,0.355556,256,102,0,77,False
yashang,000189.png,720,288,286,31,0.355556,256,102,0,77,False
yashang,000190.png,720,288,1542,185,0.355556,256,102,0,77,False
yashang,000191.png,720,288,1685,212,0.355556,256,102,0,77,False
yashang,000192.png,720,288,1007,118,0.355556,256,102,0,77,False
yashang,000193.png,720,288,1064,127,0.355556,256,102,0,77,False
yashang,000194.png,720,288,571,66,0.355556,256,102,0,77,False
yashang,000195.png,720,288,520,64,0.355556,256,102,0,77,False
yashang,000196.png,720,288,373,39,0.355556,256,102,0,77,False
yashang,000197.png,720,288,1096,139,0.355556,256,102,0,77,False
yashang,000198.png,720,288,1786,225,0.355556,256,102,0,77,False
yashang,000199.png,720,288,804,103,0.355556,256,102,0,77,False
yashang,000200.png,720,288,798,97,0.355556,256,102,0,77,False
yashang,000201.png,800,288,761,77,0.320000,256,92,0,82,False
yashang,000202.png,800,288,537,55,0.320000,256,92,0,82,False
yashang,000203.png,800,288,1561,157,0.320000,256,92,0,82,False
yashang,000204.png,800,288,764,80,0.320000,256,92,0,82,False
yashang,000205.png,800,288,1267,130,0.320000,256,92,0,82,False
yashang,000206.png,400,288,2042,840,0.640000,256,184,0,36,False
yashang,000207.png,952,576,2156,154,0.268908,256,155,0,50,False
yashang,000208.png,720,288,2334,297,0.355556,256,102,0,77,False
yashang,000209.png,720,288,304,36,0.355556,256,102,0,77,False
yashang,000210.png,720,288,389,49,0.355556,256,102,0,77,False
yashang,000211.png,720,288,815,106,0.355556,256,102,0,77,False
yashang,000212.png,952,576,994,69,0.268908,256,155,0,50,False
yashang,000213.png,952,576,1078,80,0.268908,256,155,0,50,False
yashang,000214.png,952,576,1425,100,0.268908,256,155,0,50,False
yashang,000215.png,952,576,1479,101,0.268908,256,155,0,50,False
yashang,000216.png,950,800,1844,132,0.269474,256,216,0,20,False
yashang,000217.png,950,800,2146,158,0.269474,256,216,0,20,False
yashang,000218.png,950,800,1217,91,0.269474,256,216,0,20,False
yashang,000219.png,950,800,1210,87,0.269474,256,216,0,20,False
yashang,000220.png,600,576,432,80,0.426667,256,246,0,5,False
yashang,000221.png,600,576,636,114,0.426667,256,246,0,5,False
yashang,000222.png,952,576,762,55,0.268908,256,155,0,50,False
yashang,000223.png,600,576,1803,323,0.426667,256,246,0,5,False
yashang,000224.png,600,576,700,124,0.426667,256,246,0,5,False
yise,000000.png,1024,1024,267971,16763,0.250000,256,256,0,0,False
yise,000001.png,1024,1024,137444,8608,0.250000,256,256,0,0,False
yise,000002.png,1024,1024,2403,145,0.250000,256,256,0,0,False
yise,000003.png,1024,1024,3784,237,0.250000,256,256,0,0,False
yise,000004.png,1024,1024,20482,1282,0.250000,256,256,0,0,False
yise,000005.png,1024,1024,62862,3925,0.250000,256,256,0,0,False
yise,000006.png,1024,1024,12950,813,0.250000,256,256,0,0,False
yise,000007.png,1024,1024,125469,7853,0.250000,256,256,0,0,False
yise,000008.png,1024,1024,89054,5589,0.250000,256,256,0,0,False
yise,000009.png,1024,1024,133887,8358,0.250000,256,256,0,0,False
yise,000010.png,1024,1024,34037,2092,0.250000,256,256,0,0,False
yise,000011.png,1024,1024,388006,24264,0.250000,256,256,0,0,False
yise,000012.png,1024,1024,324524,20344,0.250000,256,256,0,0,False
yise,000013.png,1024,1024,172875,10755,0.250000,256,256,0,0,False
yise,000014.png,1024,1024,13698,857,0.250000,256,256,0,0,False
yise,000015.png,1024,1024,30473,1908,0.250000,256,256,0,0,False
yise,000016.png,1024,1024,25920,1617,0.250000,256,256,0,0,False
yise,000017.png,1024,1024,61775,3866,0.250000,256,256,0,0,False
yise,000018.png,1024,1024,68202,4267,0.250000,256,256,0,0,False
yise,000019.png,1024,1024,38284,2397,0.250000,256,256,0,0,False
yise,000020.png,1024,1024,83232,5214,0.250000,256,256,0,0,False
yise,000021.png,1024,1024,37938,2376,0.250000,256,256,0,0,False
yise,000022.png,1024,1024,38824,2439,0.250000,256,256,0,0,False
yise,000023.png,1024,1024,9716,606,0.250000,256,256,0,0,False
yise,000024.png,1024,1024,98065,6137,0.250000,256,256,0,0,False
yise,000025.png,1024,1024,35318,2183,0.250000,256,256,0,0,False
yise,000026.png,1024,1024,202693,12665,0.250000,256,256,0,0,False
yise,000027.png,1024,1024,141168,8817,0.250000,256,256,0,0,False
yise,000028.png,1024,1024,237033,14835,0.250000,256,256,0,0,False
yise,000029.png,1024,1024,73170,4579,0.250000,256,256,0,0,False
yise,000030.png,1024,1024,87074,5449,0.250000,256,256,0,0,False
yise,000031.png,1024,1024,39527,2449,0.250000,256,256,0,0,False
yise,000032.png,1024,1024,247816,15473,0.250000,256,256,0,0,False
yise,000033.png,1024,1024,191589,11952,0.250000,256,256,0,0,False
yise,000034.png,1024,1024,386809,24122,0.250000,256,256,0,0,False
yise,000035.png,1024,1024,346169,21595,0.250000,256,256,0,0,False
yise,000036.png,1024,1024,92776,5801,0.250000,256,256,0,0,False
yise,000037.png,1024,1024,102705,6446,0.250000,256,256,0,0,False
yise,000038.png,1024,1024,122951,7691,0.250000,256,256,0,0,False
yise,000039.png,1024,1024,242205,15100,0.250000,256,256,0,0,False
yise,000040.png,1024,1024,83065,5187,0.250000,256,256,0,0,False
yise,000041.png,1024,1024,25185,1579,0.250000,256,256,0,0,False
yise,000042.png,1024,1024,120861,7566,0.250000,256,256,0,0,False
yise,000043.png,1024,1024,76062,4784,0.250000,256,256,0,0,False
yise,000044.png,1024,1024,14269,899,0.250000,256,256,0,0,False
yise,000045.png,1024,1024,57948,3645,0.250000,256,256,0,0,False
yise,000046.png,1024,1024,43434,2709,0.250000,256,256,0,0,False
yise,000047.png,1024,1024,20836,1301,0.250000,256,256,0,0,False
yise,000048.png,1024,1024,112322,7043,0.250000,256,256,0,0,False
yise,000049.png,1024,1024,33631,2120,0.250000,256,256,0,0,False
yise,000050.png,1024,1024,155720,9764,0.250000,256,256,0,0,False
yise,000051.png,1024,1024,101433,6368,0.250000,256,256,0,0,False
yise,000052.png,1024,1024,91290,5712,0.250000,256,256,0,0,False
yise,000053.png,1024,1024,126460,7923,0.250000,256,256,0,0,False
